# Logfile created on 2011-09-01 04:11:53 +0100 by logger.rb/31641
I, [2011-09-01T04:11:53.357047 #70036]  INFO -- : NICK lolfo
I, [2011-09-01T12:37:30.081132 #70285]  INFO -- : :asimov.freenode.net 366 lovefo #cramp :End of /NAMES list.
I, [2011-09-01T12:37:30.256111 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T12:37:30.256667 #70285]  INFO -- : :asimov.freenode.net 001 ohmanboy :Welcome to the freenode Internet Relay Chat Network ohmanboy
I, [2011-09-01T12:37:30.256780 #70285]  INFO -- : :asimov.freenode.net 002 ohmanboy :Your host is asimov.freenode.net[174.143.119.91/6667], running version ircd-seven-1.0.3
I, [2011-09-01T12:37:30.256978 #70285]  INFO -- : :asimov.freenode.net 003 ohmanboy :This server was created Fri Mar 4 2011 at 17:35:00 UTC
I, [2011-09-01T12:37:30.257063 #70285]  INFO -- : :asimov.freenode.net 004 ohmanboy asimov.freenode.net ircd-seven-1.0.3 DOQRSZaghilopswz CFILMPQbcefgijklmnopqrstvz bkloveqjfI
I, [2011-09-01T12:37:30.257128 #70285]  INFO -- : :asimov.freenode.net 005 ohmanboy CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQcgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode KNOCK STATUSMSG=@+ CALLERID=g :are supported by this server
I, [2011-09-01T12:37:30.257209 #70285]  INFO -- : :asimov.freenode.net 005 ohmanboy SAFELIST ELIST=U CASEMAPPING=rfc1459 CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 ETRACE CPRIVMSG CNOTICE DEAF=D MONITOR=100 :are supported by this server
I, [2011-09-01T12:37:30.257331 #70285]  INFO -- : :asimov.freenode.net 005 ohmanboy FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,arx WHOX CLIENTVER=3.0 :are supported by this server
I, [2011-09-01T12:37:30.257616 #70285]  INFO -- : :asimov.freenode.net 251 ohmanboy :There are 308 users and 66553 invisible on 28 servers
I, [2011-09-01T12:37:30.257696 #70285]  INFO -- : :asimov.freenode.net 252 ohmanboy 31 :IRC Operators online
I, [2011-09-01T12:37:30.257778 #70285]  INFO -- : :asimov.freenode.net 253 ohmanboy 12 :unknown connection(s)
I, [2011-09-01T12:37:30.257851 #70285]  INFO -- : :asimov.freenode.net 254 ohmanboy 44222 :channels formed
I, [2011-09-01T12:37:30.257921 #70285]  INFO -- : :asimov.freenode.net 255 ohmanboy :I have 7237 clients and 1 servers
I, [2011-09-01T12:37:30.258002 #70285]  INFO -- : :asimov.freenode.net 265 ohmanboy 7237 8143 :Current local users 7237, max 8143
I, [2011-09-01T12:37:30.258076 #70285]  INFO -- : :asimov.freenode.net 266 ohmanboy 66861 72826 :Current global users 66861, max 72826
I, [2011-09-01T12:37:30.258151 #70285]  INFO -- : :asimov.freenode.net 250 ohmanboy :Highest connection count: 8144 (8143 clients) (255453 connections received)
I, [2011-09-01T12:37:30.258225 #70285]  INFO -- : :asimov.freenode.net 375 ohmanboy :- asimov.freenode.net Message of the Day - 
I, [2011-09-01T12:37:30.258296 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Welcome to asimov.freenode.net in TX, USA!  Thanks to
I, [2011-09-01T12:37:30.258369 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Rackspace (www.rackspace.com) for sponsoring
I, [2011-09-01T12:37:30.258440 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- this server!
I, [2011-09-01T12:37:30.258510 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.258581 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-01T12:37:30.258652 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- science fiction universe.  Author of I Robot, the
I, [2011-09-01T12:37:30.258724 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-01T12:37:30.259433 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Sky and hundreds of works of science fact and science
I, [2011-09-01T12:37:30.259507 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- fiction.
I, [2011-09-01T12:37:30.259577 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.259648 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-01T12:37:30.259718 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-01T12:37:30.259788 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.259858 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-01T12:37:30.391639 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- like to invite all users of freenode to get involved in the fun
I, [2011-09-01T12:37:30.391819 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-01T12:37:30.391895 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-01T12:37:30.391968 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.392038 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-01T12:37:30.392110 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-01T12:37:30.392181 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-01T12:37:30.392251 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-01T12:37:30.392322 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- support.
I, [2011-09-01T12:37:30.392421 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.392492 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- By connecting to freenode you indicate that you have read
I, [2011-09-01T12:37:30.392564 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- and agree to adhere to our policies and procedures as per
I, [2011-09-01T12:37:30.392637 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- the website (http://freenode.net). We would like to remind
I, [2011-09-01T12:37:30.392710 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- you that unauthorized public logging of channels on the
I, [2011-09-01T12:37:30.392780 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- network is prohibited. Public channel logging should only
I, [2011-09-01T12:37:30.392850 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- take place where the channel owner(s) has requested this
I, [2011-09-01T12:37:30.392922 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- and users of the channel are all made aware (if you are
I, [2011-09-01T12:37:30.393321 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- publically logging your channel, you may wish to keep a
I, [2011-09-01T12:37:30.393413 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- notice in topic and perhaps as a on-join message).
I, [2011-09-01T12:37:30.393490 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.393561 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- By registering your nickname with Nickserv you agree that you
I, [2011-09-01T12:37:30.393633 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- are 13 years of age, or older. For more information about the
I, [2011-09-01T12:37:30.393707 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Children's Online Privacy Protection Act please see their
I, [2011-09-01T12:37:30.393781 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- website at (http://www.coppa.org).
I, [2011-09-01T12:37:30.393918 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.393996 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- freenode runs an open proxy scanner. Your use of the network
I, [2011-09-01T12:37:30.394069 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- indicates your acceptance of this policy. For details on
I, [2011-09-01T12:37:30.394141 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- freenode network policy, please take a look at our policy
I, [2011-09-01T12:37:30.394215 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- page (http://freenode.net/policy.shtml). Thank you for using
I, [2011-09-01T12:37:30.394286 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- the network!
I, [2011-09-01T12:37:30.394357 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.394427 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Don't forget to check out these other Peer-Directed Projects:
I, [2011-09-01T12:37:30.394500 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- FOSSCON [http://www.fosscon.org] and fossevents 
I, [2011-09-01T12:37:30.394571 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- [http://www.fossevents.org], and soon we'll repeat last years 
I, [2011-09-01T12:37:30.394644 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- success with Picnics for Geeks across the globe, more info at 
I, [2011-09-01T12:37:30.395521 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- [http://geeknic.org]
I, [2011-09-01T12:37:30.395640 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.395844 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- freenode is a service of Peer-Directed Projects Center Ltd,
I, [2011-09-01T12:37:30.395922 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- a not for profit organisation registered in England and Wales.
I, [2011-09-01T12:37:30.395995 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.396085 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- If you support the work we do and wish to donate to the PDPC, 
I, [2011-09-01T12:37:30.396157 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- you may do so over at http://freenode.net/pdpc_donations.shtml
I, [2011-09-01T12:37:30.396228 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.396297 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Thank you for using freenode!
I, [2011-09-01T12:37:30.396367 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :-  
I, [2011-09-01T12:37:30.396436 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- ***************************************************************
I, [2011-09-01T12:37:30.396506 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- Please read http://blog.freenode.net/2010/11/be-safe-out-there/
I, [2011-09-01T12:37:30.396577 #70285]  INFO -- : :asimov.freenode.net 372 ohmanboy :- ***************************************************************
I, [2011-09-01T12:37:30.396647 #70285]  INFO -- : :asimov.freenode.net 376 ohmanboy :End of /MOTD command.
I, [2011-09-01T12:37:30.396718 #70285]  INFO -- : JOIN #cramp
I, [2011-09-01T12:37:30.396783 #70285]  INFO -- : :ohmanboy MODE ohmanboy :+i
I, [2011-09-01T12:37:35.171141 #70285]  INFO -- : :ohmanboy!~ohmanboy@host86-161-238-133.range86-161.btcentralplus.com JOIN :#cramp
I, [2011-09-01T12:37:35.172376 #70285]  INFO -- : :ohmanboy!~ohmanboy@host86-161-238-133.range86-161.btcentralplus.com JOIN :#cramp
I, [2011-09-01T12:37:35.251810 #70285]  INFO -- : :asimov.freenode.net NOTICE * :*** No Ident response
I, [2011-09-01T12:37:35.258227 #70285]  INFO -- : :asimov.freenode.net 001 badboylifo :Welcome to the freenode Internet Relay Chat Network badboylifo
I, [2011-09-01T12:37:35.258353 #70285]  INFO -- : :asimov.freenode.net 002 badboylifo :Your host is asimov.freenode.net[174.143.119.91/6667], running version ircd-seven-1.0.3
I, [2011-09-01T12:37:35.258430 #70285]  INFO -- : :asimov.freenode.net 003 badboylifo :This server was created Fri Mar 4 2011 at 17:35:00 UTC
I, [2011-09-01T12:37:35.258504 #70285]  INFO -- : :asimov.freenode.net 004 badboylifo asimov.freenode.net ircd-seven-1.0.3 DOQRSZaghilopswz CFILMPQbcefgijklmnopqrstvz bkloveqjfI
I, [2011-09-01T12:37:35.258564 #70285]  INFO -- : :asimov.freenode.net 005 badboylifo CHANTYPES=# EXCEPTS INVEX CHANMODES=eIbq,k,flj,CFLMPQcgimnprstz CHANLIMIT=#:120 PREFIX=(ov)@+ MAXLIST=bqeI:100 MODES=4 NETWORK=freenode KNOCK STATUSMSG=@+ CALLERID=g :are supported by this server
I, [2011-09-01T12:37:35.258642 #70285]  INFO -- : :asimov.freenode.net 005 badboylifo SAFELIST ELIST=U CASEMAPPING=rfc1459 CHARSET=ascii NICKLEN=16 CHANNELLEN=50 TOPICLEN=390 ETRACE CPRIVMSG CNOTICE DEAF=D MONITOR=100 :are supported by this server
I, [2011-09-01T12:37:35.258723 #70285]  INFO -- : :asimov.freenode.net 005 badboylifo FNC TARGMAX=NAMES:1,LIST:1,KICK:1,WHOIS:1,PRIVMSG:4,NOTICE:4,ACCEPT:,MONITOR: EXTBAN=$,arx WHOX CLIENTVER=3.0 :are supported by this server
I, [2011-09-01T12:37:35.258799 #70285]  INFO -- : :asimov.freenode.net 251 badboylifo :There are 308 users and 66556 invisible on 28 servers
I, [2011-09-01T12:37:35.258871 #70285]  INFO -- : :asimov.freenode.net 252 badboylifo 31 :IRC Operators online
I, [2011-09-01T12:37:35.258943 #70285]  INFO -- : :asimov.freenode.net 253 badboylifo 12 :unknown connection(s)
I, [2011-09-01T12:37:35.259014 #70285]  INFO -- : :asimov.freenode.net 254 badboylifo 44218 :channels formed
I, [2011-09-01T12:37:35.259084 #70285]  INFO -- : :asimov.freenode.net 255 badboylifo :I have 7238 clients and 1 servers
I, [2011-09-01T12:37:35.259168 #70285]  INFO -- : :asimov.freenode.net 265 badboylifo 7238 8143 :Current local users 7238, max 8143
I, [2011-09-01T12:37:35.259240 #70285]  INFO -- : :asimov.freenode.net 266 badboylifo 66864 72826 :Current global users 66864, max 72826
I, [2011-09-01T12:37:35.259395 #70285]  INFO -- : :asimov.freenode.net 250 badboylifo :Highest connection count: 8144 (8143 clients) (255455 connections received)
I, [2011-09-01T12:37:35.259502 #70285]  INFO -- : :asimov.freenode.net 375 badboylifo :- asimov.freenode.net Message of the Day - 
I, [2011-09-01T12:37:35.259574 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Welcome to asimov.freenode.net in TX, USA!  Thanks to
I, [2011-09-01T12:37:35.259644 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Rackspace (www.rackspace.com) for sponsoring
I, [2011-09-01T12:37:35.259713 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- this server!
I, [2011-09-01T12:37:35.259781 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.259849 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- ASIMOV, ISAAC [1920-1992].  One of the brightest stars of the
I, [2011-09-01T12:37:35.261232 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- science fiction universe.  Author of I Robot, the
I, [2011-09-01T12:37:35.261412 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Foundation series (which "grew like Topsy"), Pebble in the
I, [2011-09-01T12:37:35.261506 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Sky and hundreds of works of science fact and science
I, [2011-09-01T12:37:35.261578 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- fiction.
I, [2011-09-01T12:37:35.261684 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.261754 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- You're using freenode, a service of Peer-Directed Projects
I, [2011-09-01T12:37:35.261824 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Center Ltd (http://freenode.net/pdpc.shtml).
I, [2011-09-01T12:37:35.261893 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.261962 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- PDPC's 2011 fundraiser launched on 14th February 2011. We would 
I, [2011-09-01T12:37:35.307637 #70285]  INFO -- : :asimov.freenode.net 353 ohmanboy = #cramp :ohmanboy lovefo lifo
I, [2011-09-01T12:37:35.307804 #70285]  INFO -- : :asimov.freenode.net 366 ohmanboy #cramp :End of /NAMES list.
I, [2011-09-01T12:37:35.388588 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- like to invite all users of freenode to get involved in the fun
I, [2011-09-01T12:37:35.389758 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- of our Valentine-themed fundraiser launch - see 
I, [2011-09-01T12:37:35.391265 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- http://freenode.net/pdpc_valentine.shtml for more!
I, [2011-09-01T12:37:35.391626 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.391985 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- On the subject of fundraisers, we'd like to thank our donors, 
I, [2011-09-01T12:37:35.392340 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- hardware and bandwith sponsors and especially  The Gallery 
I, [2011-09-01T12:37:35.392693 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Project (http://gallery.menalto.com/) and our corporate sponsor 
I, [2011-09-01T12:37:35.393160 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Canonical Ltd (http://www.canonical.com) for the generous 
I, [2011-09-01T12:37:35.393582 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- support.
I, [2011-09-01T12:37:35.393984 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.394353 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- By connecting to freenode you indicate that you have read
I, [2011-09-01T12:37:35.394713 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- and agree to adhere to our policies and procedures as per
I, [2011-09-01T12:37:35.395088 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- the website (http://freenode.net). We would like to remind
I, [2011-09-01T12:37:35.395448 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- you that unauthorized public logging of channels on the
I, [2011-09-01T12:37:35.395805 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- network is prohibited. Public channel logging should only
I, [2011-09-01T12:37:35.396221 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- take place where the channel owner(s) has requested this
I, [2011-09-01T12:37:35.396609 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- and users of the channel are all made aware (if you are
I, [2011-09-01T12:37:35.397459 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- publically logging your channel, you may wish to keep a
I, [2011-09-01T12:37:35.397952 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- notice in topic and perhaps as a on-join message).
I, [2011-09-01T12:37:35.398321 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.398725 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- By registering your nickname with Nickserv you agree that you
I, [2011-09-01T12:37:35.399100 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- are 13 years of age, or older. For more information about the
I, [2011-09-01T12:37:35.399455 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Children's Online Privacy Protection Act please see their
I, [2011-09-01T12:37:35.399814 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- website at (http://www.coppa.org).
I, [2011-09-01T12:37:35.400187 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.400539 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- freenode runs an open proxy scanner. Your use of the network
I, [2011-09-01T12:37:35.400912 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- indicates your acceptance of this policy. For details on
I, [2011-09-01T12:37:35.402081 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- freenode network policy, please take a look at our policy
I, [2011-09-01T12:37:35.402595 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- page (http://freenode.net/policy.shtml). Thank you for using
I, [2011-09-01T12:37:35.402982 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- the network!
I, [2011-09-01T12:37:35.403344 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.403703 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Don't forget to check out these other Peer-Directed Projects:
I, [2011-09-01T12:37:35.404083 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- FOSSCON [http://www.fosscon.org] and fossevents 
I, [2011-09-01T12:37:35.404440 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- [http://www.fossevents.org], and soon we'll repeat last years 
I, [2011-09-01T12:37:35.404798 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- success with Picnics for Geeks across the globe, more info at 
I, [2011-09-01T12:37:35.405175 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- [http://geeknic.org]
I, [2011-09-01T12:37:35.405528 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.405994 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- freenode is a service of Peer-Directed Projects Center Ltd,
I, [2011-09-01T12:37:35.406358 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- a not for profit organisation registered in England and Wales.
I, [2011-09-01T12:37:35.407071 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.407520 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- If you support the work we do and wish to donate to the PDPC, 
I, [2011-09-01T12:37:35.409530 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- you may do so over at http://freenode.net/pdpc_donations.shtml
I, [2011-09-01T12:37:35.410048 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.410425 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Thank you for using freenode!
I, [2011-09-01T12:37:35.410771 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :-  
I, [2011-09-01T12:37:35.411111 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- ***************************************************************
I, [2011-09-01T12:37:35.411489 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- Please read http://blog.freenode.net/2010/11/be-safe-out-there/
I, [2011-09-01T12:37:35.411834 #70285]  INFO -- : :asimov.freenode.net 372 badboylifo :- ***************************************************************
I, [2011-09-01T12:37:35.412178 #70285]  INFO -- : :asimov.freenode.net 376 badboylifo :End of /MOTD command.
I, [2011-09-01T12:37:35.412568 #70285]  INFO -- : JOIN #cramp
I, [2011-09-01T12:37:35.412912 #70285]  INFO -- : :badboylifo MODE badboylifo :+i
I, [2011-09-01T12:37:39.164422 #70285]  INFO -- : ERROR :Closing Link: host86-161-238-133.range86-161.btcentralplus.com (Connection timed out)
I, [2011-09-01T12:37:40.085954 #70285]  INFO -- : :badboylifo!~badboylif@host86-161-238-133.range86-161.btcentralplus.com JOIN :#cramp
I, [2011-09-01T12:37:40.086441 #70285]  INFO -- : :badboylifo!~badboylif@host86-161-238-133.range86-161.btcentralplus.com JOIN :#cramp
I, [2011-09-01T12:37:40.087098 #70285]  INFO -- : :badboylifo!~badboylif@host86-161-238-133.range86-161.btcentralplus.com JOIN :#cramp
I, [2011-09-01T12:37:40.222256 #70285]  INFO -- : :asimov.freenode.net 353 badboylifo = #cramp :badboylifo ohmanboy lovefo lifo
I, [2011-09-01T12:37:40.222458 #70285]  INFO -- : :asimov.freenode.net 366 badboylifo #cramp :End of /NAMES list.
I, [2011-09-01T12:37:50.579153 #70285]  INFO -- : PRIVMSG #cramp :sup folks
I, [2011-09-01T12:37:52.889461 #70285]  INFO -- : PRIVMSG #cramp :ha
I, [2011-09-01T12:37:53.024143 #70285]  INFO -- : :lovefo!~lovefo@host86-161-238-133.range86-161.btcentralplus.com PRIVMSG #cramp :ha
I, [2011-09-01T12:37:53.025005 #70285]  INFO -- : :lovefo!~lovefo@host86-161-238-133.range86-161.btcentralplus.com PRIVMSG #cramp :ha
I, [2011-09-01T12:37:54.211912 #70285]  INFO -- : PRIVMSG #cramp :ok
I, [2011-09-01T12:37:54.347825 #70285]  INFO -- : :ohmanboy!~ohmanboy@host86-161-238-133.range86-161.btcentralplus.com PRIVMSG #cramp :ok
I, [2011-09-01T12:37:54.348430 #70285]  INFO -- : :ohmanboy!~ohmanboy@host86-161-238-133.range86-161.btcentralplus.com PRIVMSG #cramp :ok
I, [2011-09-01T12:37:57.010987 #70285]  INFO -- : PRIVMSG #cramp :whatever dude
I, [2011-09-01T12:37:57.144087 #70285]  INFO -- : :badboylifo!~badboylif@host86-161-238-133.range86-161.btcentralplus.com PRIVMSG #cramp :whatever dude
I, [2011-09-01T12:37:57.145408 #70285]  INFO -- : :badboylifo!~badboylif@host86-161-238-133.range86-161.btcentralplus.com PRIVMSG #cramp :whatever dude
I, [2011-09-01T12:37:59.080641 #70285]  INFO -- : PRIVMSG #cramp :lolman
I, [2011-09-01T12:37:59.216901 #70285]  INFO -- : :ohmanboy!~ohmanboy@host86-161-238-133.range86-161.btcentralplus.com PRIVMSG #cramp :lolman
I, [2011-09-01T12:37:59.217621 #70285]  INFO -- : :ohmanboy!~ohmanboy@host86-161-238-133.range86-161.btcentralplus.com PRIVMSG #cramp :lolman
I, [2011-09-01T12:38:00.817282 #70285]  INFO -- : PRIVMSG #cramp :supman
I, [2011-09-01T12:38:00.950906 #70285]  INFO -- : :lovefo!~lovefo@host86-161-238-133.range86-161.btcentralplus.com PRIVMSG #cramp :supman
I, [2011-09-01T12:38:00.952775 #70285]  INFO -- : :lovefo!~lovefo@host86-161-238-133.range86-161.btcentralplus.com PRIVMSG #cramp :supman
I, [2011-09-01T12:39:15.762052 #70285]  INFO -- : :lifo!~lifo@unaffiliated/lifo PRIVMSG #cramp :ok fuck off u lot
I, [2011-09-01T12:39:15.763219 #70285]  INFO -- : :lifo!~lifo@unaffiliated/lifo PRIVMSG #cramp :ok fuck off u lot
I, [2011-09-01T12:39:15.765624 #70285]  INFO -- : :lifo!~lifo@unaffiliated/lifo PRIVMSG #cramp :ok fuck off u lot
I, [2011-09-01T12:39:30.238255 #70285]  INFO -- : PRIVMSG #cramp ::(
I, [2011-09-01T12:39:40.062326 #70285]  INFO -- : QUIT :Goodbye!
I, [2011-09-01T12:39:40.198569 #70285]  INFO -- : :badboylifo!~badboylif@host86-161-238-133.range86-161.btcentralplus.com QUIT :Remote host closed the connection
I, [2011-09-01T12:39:40.206901 #70285]  INFO -- : :badboylifo!~badboylif@host86-161-238-133.range86-161.btcentralplus.com QUIT :Remote host closed the connection
I, [2011-09-01T12:39:40.497175 #70285]  INFO -- : QUIT :Goodbye!
